w                         logW                       A                         logA                     psi
  1.00000000000000002E-002  -2.0000000000000000        1000.2840599398891        60.002466962922384       -90.863999999999962     
  1.77827941003892293E-002  -1.7500000000000000        562.34737256062351        55.000093406808318       -91.727999999999938     
  3.16227766016837913E-002  -1.5000000000000000        315.81904942502382        49.988766440656462       -93.599999999999895     
  5.62341325190349114E-002  -1.2500000000000000        176.82563795887913        44.950904672459529       -96.191999999999553     
  0.10000000000000001       -1.0000000000000000        98.119633517133821        39.835118348415513       -101.37599999999964     
  0.17782794100389229      -0.75000000000000000        53.014220447783813        34.487847593384487       -109.58399999999968     
  0.31622776601683794      -0.50000000000000000        26.739576912320842        28.543090626882766       -121.68000000000062     
  0.56234132519034907      -0.25000000000000000        11.821325000801242        21.453323148985920       -138.81599999999952     
   1.0000000000000000        0.0000000000000000        4.4732470267709736        13.012457638844273       -153.79199999999980     
   1.7782794100389228       0.24999999999999997        1.5222673164347880        3.6498184607627744       -164.44799999999861     
   3.1622776601683795       0.50000000000000000       0.49390018874854125       -6.1272161573750585       -171.21599999999987     
   5.6234132519034912       0.75000000000000000       0.15748238770011735       -16.055360183817989       -174.81599999999838     
   10.000000000000000        1.0000000000000000       4.99350875372026604E-002  -26.031883689202211       -176.83199999999908     
   17.782794100389228        1.2500000000000000       1.58051998420790096E-002  -36.024000170782912       -177.98399999999913     
   31.622776601683793        1.5000000000000000       4.99945672017343412E-003  -46.021543738279888       -178.70400000000319     
   56.234132519034908        1.7500000000000000       1.58108556619851459E-003  -56.020892520112497       -178.70399999999580     
   100.00000000000000        2.0000000000000000       5.00000415239149065E-004  -66.020592699839767       -179.42400000000947     
